pokemon_id,pokemon_name,species_name,primary_type,secondary_type,is_mono-type,generation,total_stats,is_legendary,is_mythical,is_fully_evolved,is_regional_variant,is_default_form,color,shape,egg_groups,egg_group_1,egg_group_2,capture_rate,growth_rate,height,weight,hp,attack,defense,special-attack,special-defense,speed,egg_bug,egg_ditto,egg_dragon,egg_fairy,egg_flying,egg_ground,egg_humanshape,egg_indeterminate,egg_mineral,egg_monster,egg_no-eggs,egg_plant,egg_water1,egg_water2,egg_water3
276,taillow,taillow,normal,flying,False,3,270,False,False,False,False,True,blue,wings,['flying'],flying,flying,200,medium-slow,3,23,40,55,30,30,30,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,swellow,swellow,normal,flying,False,3,455,False,False,True,False,True,blue,wings,['flying'],flying,flying,45,medium-slow,7,198,60,85,60,75,50,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,wingull,wingull,water,flying,False,3,270,False,False,False,False,True,white,wings,"['water1', 'flying']",water1,flying,190,medium,6,95,40,30,30,55,30,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
279,pelipper,pelipper,water,flying,False,3,440,False,False,True,False,True,yellow,wings,"['water1', 'flying']",water1,flying,45,medium,12,280,60,50,100,95,70,65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
280,ralts,ralts,psychic,fairy,False,3,198,False,False,False,False,True,white,humanoid,"['humanshape', 'indeterminate']",humanshape,indeterminate,235,slow,4,66,28,25,25,45,35,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
281,kirlia,kirlia,psychic,fairy,False,3,278,False,False,False,False,True,white,humanoid,"['humanshape', 'indeterminate']",humanshape,indeterminate,120,slow,8,202,38,35,35,65,55,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
282,gardevoir,gardevoir,psychic,fairy,False,3,518,False,False,True,False,True,white,humanoid,"['humanshape', 'indeterminate']",humanshape,indeterminate,45,slow,16,484,68,65,65,125,115,80,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
283,surskit,surskit,bug,water,False,3,269,False,False,False,False,True,blue,armor,"['water1', 'bug']",water1,bug,200,medium,5,17,40,30,32,50,52,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284,masquerain,masquerain,bug,flying,False,3,454,False,False,True,False,True,blue,bug-wings,"['water1', 'bug']",water1,bug,75,medium,8,36,70,60,62,100,82,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,shroomish,shroomish,grass,grass,True,3,295,False,False,False,False,True,brown,legs,"['fairy', 'plant']",fairy,plant,255,fast-then-very-slow,4,45,60,40,60,40,60,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
286,breloom,breloom,grass,fighting,False,3,460,False,False,True,False,True,green,upright,"['fairy', 'plant']",fairy,plant,90,fast-then-very-slow,12,392,60,130,80,60,60,70,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
287,slakoth,slakoth,normal,normal,True,3,280,False,False,False,False,True,brown,quadruped,['ground'],ground,ground,255,slow,8,240,60,60,60,35,35,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,vigoroth,vigoroth,normal,normal,True,3,440,False,False,False,False,True,white,upright,['ground'],ground,ground,120,slow,14,465,80,80,80,55,55,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
289,slaking,slaking,normal,normal,True,3,670,False,False,True,False,True,brown,humanoid,['ground'],ground,ground,45,slow,20,1305,150,160,100,95,65,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
290,nincada,nincada,bug,ground,False,3,266,False,False,False,False,True,gray,armor,['bug'],bug,bug,255,slow-then-very-fast,5,55,31,45,90,30,30,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,ninjask,ninjask,bug,flying,False,3,456,False,False,True,False,True,yellow,bug-wings,['bug'],bug,bug,120,slow-then-very-fast,8,120,61,90,45,50,50,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,shedinja,shedinja,bug,ghost,False,3,236,False,False,True,False,True,brown,blob,['mineral'],mineral,mineral,45,slow-then-very-fast,8,12,1,90,45,30,30,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
293,whismur,whismur,normal,normal,True,3,240,False,False,False,False,True,pink,upright,"['monster', 'ground']",monster,ground,190,medium-slow,6,163,64,51,23,51,23,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
294,loudred,loudred,normal,normal,True,3,360,False,False,False,False,True,blue,upright,"['monster', 'ground']",monster,ground,120,medium-slow,10,405,84,71,43,71,43,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
295,exploud,exploud,normal,normal,True,3,490,False,False,True,False,True,blue,upright,"['monster', 'ground']",monster,ground,45,medium-slow,15,840,104,91,63,91,73,68,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
296,makuhita,makuhita,fighting,fighting,True,3,237,False,False,False,False,True,yellow,humanoid,['humanshape'],humanshape,humanshape,180,fast-then-very-slow,10,864,72,60,30,20,30,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,hariyama,hariyama,fighting,fighting,True,3,474,False,False,True,False,True,brown,humanoid,['humanshape'],humanshape,humanshape,200,fast-then-very-slow,23,2538,144,120,60,40,60,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298,azurill,azurill,normal,fairy,False,3,190,False,False,False,False,True,blue,legs,['no-eggs'],no-eggs,no-eggs,150,fast,2,20,50,20,40,20,40,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
299,nosepass,nosepass,rock,rock,True,3,375,False,False,False,False,True,gray,humanoid,['mineral'],mineral,mineral,255,medium,10,970,30,45,135,45,90,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,skitty,skitty,normal,normal,True,3,260,False,False,False,False,True,pink,quadruped,"['ground', 'fairy']",ground,fairy,255,fast,6,110,50,45,45,35,35,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
301,delcatty,delcatty,normal,normal,True,3,400,False,False,True,False,True,purple,quadruped,"['ground', 'fairy']",ground,fairy,60,fast,11,326,70,65,65,55,55,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
302,sableye,sableye,dark,ghost,False,3,380,False,False,True,False,True,purple,humanoid,['humanshape'],humanshape,humanshape,45,medium-slow,5,110,50,75,75,65,65,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,mawile,mawile,steel,fairy,False,3,380,False,False,True,False,True,black,humanoid,"['ground', 'fairy']",ground,fairy,45,fast,6,115,50,85,85,55,55,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
304,aron,aron,steel,rock,False,3,330,False,False,False,False,True,gray,quadruped,['monster'],monster,monster,180,slow,4,600,50,70,100,40,40,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
305,lairon,lairon,steel,rock,False,3,430,False,False,False,False,True,gray,quadruped,['monster'],monster,monster,90,slow,9,1200,60,90,140,50,50,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,aggron,aggron,steel,rock,False,3,530,False,False,True,False,True,gray,upright,['monster'],monster,monster,45,slow,21,3600,70,110,180,60,60,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
307,meditite,meditite,fighting,psychic,False,3,280,False,False,False,False,True,blue,humanoid,['humanshape'],humanshape,humanshape,180,medium,6,112,30,40,55,40,55,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,medicham,medicham,fighting,psychic,False,3,410,False,False,True,False,True,red,humanoid,['humanshape'],humanshape,humanshape,90,medium,13,315,60,60,75,60,75,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,electrike,electrike,electric,electric,True,3,295,False,False,False,False,True,green,quadruped,['ground'],ground,ground,120,slow,6,152,40,45,40,65,40,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,manectric,manectric,electric,electric,True,3,475,False,False,True,False,True,yellow,quadruped,['ground'],ground,ground,45,slow,15,402,70,75,60,105,60,105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311,plusle,plusle,electric,electric,True,3,405,False,False,True,False,True,yellow,upright,['fairy'],fairy,fairy,200,medium,4,42,60,50,40,85,75,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,minun,minun,electric,electric,True,3,405,False,False,True,False,True,yellow,upright,['fairy'],fairy,fairy,200,medium,4,42,60,40,50,75,85,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,volbeat,volbeat,bug,bug,True,3,430,False,False,True,False,True,gray,upright,"['bug', 'humanshape']",bug,humanshape,150,slow-then-very-fast,7,177,65,73,75,47,85,85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
314,illumise,illumise,bug,bug,True,3,430,False,False,True,False,True,purple,humanoid,"['bug', 'humanshape']",bug,humanshape,150,fast-then-very-slow,6,177,65,47,75,73,85,85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
315,roselia,roselia,grass,poison,False,3,400,False,False,False,False,True,green,humanoid,"['fairy', 'plant']",fairy,plant,150,medium-slow,3,20,50,60,45,100,80,65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
316,gulpin,gulpin,poison,poison,True,3,302,False,False,False,False,True,green,arms,['indeterminate'],indeterminate,indeterminate,225,fast-then-very-slow,4,103,70,43,53,43,53,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,swalot,swalot,poison,poison,True,3,467,False,False,True,False,True,purple,arms,['indeterminate'],indeterminate,indeterminate,75,fast-then-very-slow,17,800,100,73,83,73,83,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,carvanha,carvanha,water,dark,False,3,305,False,False,False,False,True,red,fish,['water2'],water2,water2,225,slow,8,208,45,90,20,65,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,sharpedo,sharpedo,water,dark,False,3,460,False,False,True,False,True,blue,fish,['water2'],water2,water2,60,slow,18,888,70,120,40,95,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,wailmer,wailmer,water,water,True,3,400,False,False,False,False,True,blue,fish,"['ground', 'water2']",ground,water2,125,fast-then-very-slow,20,1300,130,70,35,70,35,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
321,wailord,wailord,water,water,True,3,500,False,False,True,False,True,blue,fish,"['ground', 'water2']",ground,water2,60,fast-then-very-slow,145,3980,170,90,45,90,45,60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
322,numel,numel,fire,ground,False,3,305,False,False,False,False,True,yellow,quadruped,['ground'],ground,ground,255,medium,7,240,60,60,40,65,45,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,camerupt,camerupt,fire,ground,False,3,460,False,False,True,False,True,red,quadruped,['ground'],ground,ground,150,medium,19,2200,70,100,70,105,75,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,torkoal,torkoal,fire,fire,True,3,470,False,False,True,False,True,brown,quadruped,['ground'],ground,ground,90,medium,5,804,70,85,140,85,70,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
325,spoink,spoink,psychic,psychic,True,3,330,False,False,False,False,True,black,arms,['ground'],ground,ground,255,fast,7,306,60,25,35,70,80,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326,grumpig,grumpig,psychic,psychic,True,3,470,False,False,True,False,True,purple,upright,['ground'],ground,ground,60,fast,9,715,80,45,65,90,110,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
327,spinda,spinda,normal,normal,True,3,360,False,False,True,False,True,brown,upright,"['ground', 'humanshape']",ground,humanshape,255,fast,11,50,60,60,60,60,60,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
328,trapinch,trapinch,ground,ground,True,3,290,False,False,False,False,True,brown,armor,"['bug', 'dragon']",bug,dragon,255,medium-slow,7,150,45,100,45,45,45,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,vibrava,vibrava,ground,dragon,False,3,340,False,False,False,False,True,green,bug-wings,"['bug', 'dragon']",bug,dragon,120,medium-slow,11,153,50,70,50,50,50,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330,flygon,flygon,ground,dragon,False,3,520,False,False,True,False,True,green,wings,"['bug', 'dragon']",bug,dragon,45,medium-slow,20,820,80,100,80,80,80,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,cacnea,cacnea,grass,grass,True,3,335,False,False,False,False,True,green,humanoid,"['plant', 'humanshape']",plant,humanshape,190,medium-slow,4,513,50,85,40,85,40,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
332,cacturne,cacturne,grass,dark,False,3,475,False,False,True,False,True,green,humanoid,"['plant', 'humanshape']",plant,humanshape,60,medium-slow,13,774,70,115,60,115,60,55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
333,swablu,swablu,normal,flying,False,3,310,False,False,False,False,True,blue,wings,"['flying', 'dragon']",flying,dragon,255,slow-then-very-fast,4,12,45,40,60,40,75,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
334,altaria,altaria,dragon,flying,False,3,490,False,False,True,False,True,blue,wings,"['flying', 'dragon']",flying,dragon,45,slow-then-very-fast,11,206,75,70,90,70,105,80,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
335,zangoose,zangoose,normal,normal,True,3,458,False,False,True,False,True,white,upright,['ground'],ground,ground,90,slow-then-very-fast,13,403,73,115,60,60,60,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336,seviper,seviper,poison,poison,True,3,458,False,False,True,False,True,black,squiggle,"['ground', 'dragon']",ground,dragon,90,fast-then-very-slow,27,525,73,100,60,100,60,65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
337,lunatone,lunatone,rock,psychic,False,3,460,False,False,True,False,True,yellow,ball,['mineral'],mineral,mineral,45,fast,10,1680,90,55,65,95,85,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,solrock,solrock,rock,psychic,False,3,460,False,False,True,False,True,red,ball,['mineral'],mineral,mineral,45,fast,12,1540,90,95,85,55,65,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,barboach,barboach,water,ground,False,3,288,False,False,False,False,True,gray,fish,['water2'],water2,water2,190,medium,4,19,50,48,43,46,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,whiscash,whiscash,water,ground,False,3,468,False,False,True,False,True,blue,fish,['water2'],water2,water2,75,medium,9,236,110,78,73,76,71,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,corphish,corphish,water,water,True,3,308,False,False,False,False,True,red,armor,"['water1', 'water3']",water1,water3,205,fast-then-very-slow,6,115,43,80,65,50,35,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
342,crawdaunt,crawdaunt,water,dark,False,3,468,False,False,True,False,True,red,armor,"['water1', 'water3']",water1,water3,155,fast-then-very-slow,11,328,63,120,85,90,55,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
343,baltoy,baltoy,ground,psychic,False,3,300,False,False,False,False,True,brown,arms,['mineral'],mineral,mineral,255,medium,5,215,40,40,55,40,70,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,claydol,claydol,ground,psychic,False,3,500,False,False,True,False,True,black,arms,['mineral'],mineral,mineral,90,medium,15,1080,60,70,105,70,120,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,lileep,lileep,rock,grass,False,3,355,False,False,False,False,True,purple,blob,['water3'],water3,water3,45,slow-then-very-fast,10,238,66,41,77,61,87,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,cradily,cradily,rock,grass,False,3,495,False,False,True,False,True,green,blob,['water3'],water3,water3,45,slow-then-very-fast,15,604,86,81,97,81,107,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,anorith,anorith,rock,bug,False,3,355,False,False,False,False,True,gray,armor,['water3'],water3,water3,45,slow-then-very-fast,7,125,45,95,50,40,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,armaldo,armaldo,rock,bug,False,3,495,False,False,True,False,True,gray,upright,['water3'],water3,water3,45,slow-then-very-fast,15,682,75,125,100,70,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,feebas,feebas,water,water,True,3,200,False,False,False,False,True,brown,fish,"['water1', 'dragon']",water1,dragon,255,slow-then-very-fast,6,74,20,15,20,10,55,80,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
350,milotic,milotic,water,water,True,3,540,False,False,True,False,True,pink,squiggle,"['water1', 'dragon']",water1,dragon,60,slow-then-very-fast,62,1620,95,60,79,100,125,81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
351,castform,castform,normal,normal,True,3,420,False,False,True,False,True,gray,ball,"['fairy', 'indeterminate']",fairy,indeterminate,45,medium,3,8,70,70,70,70,70,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
352,kecleon,kecleon,normal,normal,True,3,440,False,False,True,False,True,green,upright,['ground'],ground,ground,200,medium-slow,10,220,60,90,70,60,120,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353,shuppet,shuppet,ghost,ghost,True,3,295,False,False,False,False,True,black,ball,['indeterminate'],indeterminate,indeterminate,225,fast,6,23,44,75,35,63,33,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,banette,banette,ghost,ghost,True,3,455,False,False,True,False,True,black,upright,['indeterminate'],indeterminate,indeterminate,45,fast,11,125,64,115,65,83,63,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,duskull,duskull,ghost,ghost,True,3,295,False,False,False,False,True,black,arms,['indeterminate'],indeterminate,indeterminate,190,fast,8,150,20,40,90,30,90,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,dusclops,dusclops,ghost,ghost,True,3,455,False,False,False,False,True,black,humanoid,['indeterminate'],indeterminate,indeterminate,90,fast,16,306,40,70,130,60,130,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357,tropius,tropius,grass,flying,False,3,460,False,False,True,False,True,green,quadruped,"['monster', 'plant']",monster,plant,200,slow,20,1000,99,68,83,72,87,51,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
358,chimecho,chimecho,psychic,psychic,True,3,455,False,False,True,False,True,blue,arms,['indeterminate'],indeterminate,indeterminate,45,fast,6,10,75,50,80,95,90,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
359,absol,absol,dark,dark,True,3,465,False,False,True,False,True,white,quadruped,['ground'],ground,ground,30,medium-slow,12,470,65,130,60,75,60,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
360,wynaut,wynaut,psychic,psychic,True,3,260,False,False,False,False,True,blue,upright,['no-eggs'],no-eggs,no-eggs,125,medium,6,140,95,23,48,23,48,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,snorunt,snorunt,ice,ice,True,3,300,False,False,False,False,True,gray,humanoid,"['fairy', 'mineral']",fairy,mineral,190,medium,7,168,50,50,50,50,50,50,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
362,glalie,glalie,ice,ice,True,3,480,False,False,True,False,True,gray,ball,"['fairy', 'mineral']",fairy,mineral,75,medium,15,2565,80,80,80,80,80,80,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
363,spheal,spheal,ice,water,False,3,290,False,False,False,False,True,blue,fish,"['water1', 'ground']",water1,ground,255,medium-slow,8,395,70,40,50,55,50,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
364,sealeo,sealeo,ice,water,False,3,410,False,False,False,False,True,blue,fish,"['water1', 'ground']",water1,ground,120,medium-slow,11,876,90,60,70,75,70,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
365,walrein,walrein,ice,water,False,3,530,False,False,True,False,True,blue,quadruped,"['water1', 'ground']",water1,ground,45,medium-slow,14,1506,110,80,90,95,90,65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
366,clamperl,clamperl,water,water,True,3,345,False,False,False,False,True,blue,ball,['water1'],water1,water1,255,slow-then-very-fast,4,525,35,64,85,74,55,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,huntail,huntail,water,water,True,3,485,False,False,True,False,True,blue,squiggle,['water1'],water1,water1,60,slow-then-very-fast,17,270,55,104,105,94,75,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,gorebyss,gorebyss,water,water,True,3,485,False,False,True,False,True,pink,squiggle,['water1'],water1,water1,60,slow-then-very-fast,18,226,55,84,105,114,75,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369,relicanth,relicanth,water,rock,False,3,485,False,False,True,False,True,gray,fish,"['water1', 'water2']",water1,water2,25,slow,10,234,100,90,130,45,65,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
370,luvdisc,luvdisc,water,water,True,3,330,False,False,True,False,True,pink,fish,['water2'],water2,water2,225,fast,6,87,43,30,55,40,65,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,bagon,bagon,dragon,dragon,True,3,300,False,False,False,False,True,blue,humanoid,['dragon'],dragon,dragon,45,slow,6,421,45,75,60,40,30,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,shelgon,shelgon,dragon,dragon,True,3,420,False,False,False,False,True,white,quadruped,['dragon'],dragon,dragon,45,slow,11,1105,65,95,100,60,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,salamence,salamence,dragon,flying,False,3,600,False,False,True,False,True,blue,quadruped,['dragon'],dragon,dragon,45,slow,15,1026,95,135,80,110,80,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,beldum,beldum,steel,psychic,False,3,300,False,False,False,False,True,blue,blob,['mineral'],mineral,mineral,3,slow,6,952,40,55,80,35,60,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
375,metang,metang,steel,psychic,False,3,420,False,False,False,False,True,blue,arms,['mineral'],mineral,mineral,3,slow,12,2025,60,75,100,55,80,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,metagross,metagross,steel,psychic,False,3,600,False,False,True,False,True,blue,heads,['mineral'],mineral,mineral,3,slow,16,5500,80,135,130,95,90,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
377,regirock,regirock,rock,rock,True,3,580,True,False,True,False,True,brown,humanoid,['no-eggs'],no-eggs,no-eggs,3,slow,17,2300,80,100,200,50,100,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
378,regice,regice,ice,ice,True,3,580,True,False,True,False,True,blue,humanoid,['no-eggs'],no-eggs,no-eggs,3,slow,18,1750,80,50,100,100,200,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,registeel,registeel,steel,steel,True,3,580,True,False,True,False,True,gray,humanoid,['no-eggs'],no-eggs,no-eggs,3,slow,19,2050,80,75,150,75,150,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
380,latias,latias,dragon,psychic,False,3,600,True,False,True,False,True,red,wings,['no-eggs'],no-eggs,no-eggs,3,slow,14,400,80,80,90,110,130,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
381,latios,latios,dragon,psychic,False,3,600,True,False,True,False,True,blue,wings,['no-eggs'],no-eggs,no-eggs,3,slow,20,600,80,90,80,130,110,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,kyogre,kyogre,water,water,True,3,670,True,False,True,False,True,blue,fish,['no-eggs'],no-eggs,no-eggs,3,slow,45,3520,100,100,90,150,140,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
383,groudon,groudon,ground,ground,True,3,670,True,False,True,False,True,red,upright,['no-eggs'],no-eggs,no-eggs,3,slow,35,9500,100,150,140,100,90,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
384,rayquaza,rayquaza,dragon,flying,False,3,680,True,False,True,False,True,green,squiggle,['no-eggs'],no-eggs,no-eggs,45,slow,70,2065,105,150,90,150,90,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,jirachi,jirachi,steel,psychic,False,3,600,False,True,True,False,True,yellow,humanoid,['no-eggs'],no-eggs,no-eggs,3,slow,3,11,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
386,deoxys-normal,deoxys,psychic,psychic,True,3,600,False,True,True,False,True,red,humanoid,['no-eggs'],no-eggs,no-eggs,3,slow,17,608,50,150,50,150,50,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
387,turtwig,turtwig,grass,grass,True,4,318,False,False,False,False,True,green,quadruped,"['monster', 'plant']",monster,plant,45,medium-slow,4,102,55,68,64,45,55,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
388,grotle,grotle,grass,grass,True,4,405,False,False,False,False,True,green,quadruped,"['monster', 'plant']",monster,plant,45,medium-slow,11,970,75,89,85,55,65,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
389,torterra,torterra,grass,ground,False,4,525,False,False,True,False,True,green,quadruped,"['monster', 'plant']",monster,plant,45,medium-slow,22,3100,95,109,105,75,85,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
390,chimchar,chimchar,fire,fire,True,4,309,False,False,False,False,True,brown,upright,"['ground', 'humanshape']",ground,humanshape,45,medium-slow,5,62,44,58,44,58,44,61,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
391,monferno,monferno,fire,fighting,False,4,405,False,False,False,False,True,brown,upright,"['ground', 'humanshape']",ground,humanshape,45,medium-slow,9,220,64,78,52,78,52,81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
392,infernape,infernape,fire,fighting,False,4,534,False,False,True,False,True,brown,upright,"['ground', 'humanshape']",ground,humanshape,45,medium-slow,12,550,76,104,71,104,71,108,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
393,piplup,piplup,water,water,True,4,314,False,False,False,False,True,blue,humanoid,"['water1', 'ground']",water1,ground,45,medium-slow,4,52,53,51,53,61,56,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
394,prinplup,prinplup,water,water,True,4,405,False,False,False,False,True,blue,upright,"['water1', 'ground']",water1,ground,45,medium-slow,8,230,64,66,68,81,76,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
395,empoleon,empoleon,water,steel,False,4,530,False,False,True,False,True,blue,upright,"['water1', 'ground']",water1,ground,45,medium-slow,17,845,84,86,88,111,101,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
396,starly,starly,normal,flying,False,4,245,False,False,False,False,True,brown,wings,['flying'],flying,flying,255,medium-slow,3,20,40,55,30,30,30,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397,staravia,staravia,normal,flying,False,4,340,False,False,False,False,True,brown,wings,['flying'],flying,flying,120,medium-slow,6,155,55,75,50,40,40,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,staraptor,staraptor,normal,flying,False,4,485,False,False,True,False,True,brown,wings,['flying'],flying,flying,45,medium-slow,12,249,85,120,70,50,60,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,bidoof,bidoof,normal,normal,True,4,250,False,False,False,False,True,brown,quadruped,"['water1', 'ground']",water1,ground,255,medium,5,200,59,45,40,35,40,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
400,bibarel,bibarel,normal,water,False,4,410,False,False,True,False,True,brown,upright,"['water1', 'ground']",water1,ground,127,medium,10,315,79,85,60,55,60,71,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
